# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-06; same crawl as week 1)
# The week-1 edges with a weight: how many times the article of A links to the article of B
# (repeated links to the same character = a stronger tie). 303 nodes, 1784 directed edges,
# 1288 of them with weight 1, max 11. Sum both directions for an undirected weighted network
# (max 16). node_id matches week1_nodes.tsv.
# source	target	weight
Star-Lord	Nova_(Richard_Rider)	2
Star-Lord	Phyla-Vell	1
Star-Lord	Rocket_Raccoon	2
Star-Lord	Spider-Man	1
Star-Lord	Wolverine_(character)	1
Starhawk_(character)	Black_Bolt	1
Starhawk_(character)	Kismet_(Marvel_Comics)	1
Starhawk_(character)	Moondragon	1
Starhawk_(character)	Quasar_(character)	1
Starhawk_(character)	Star-Lord	1
Starr_the_Slayer	Justice_(New_Universe)	1
Starr_the_Slayer	Nightmask	1
Starr_the_Slayer	Star_Brand	1
Steel_Spider	Frog-Man	1
Steel_Spider	Mayday_Parker	1
Steel_Spider	Spider-Man	2
Stingray_(Marvel_Comics)	Deadpool	1
Stingray_(Marvel_Comics)	Gorgon_(Inhuman)	1
Stingray_(Marvel_Comics)	Hulk	1
Stingray_(Marvel_Comics)	Iron_Man_2020	1
Stingray_(Marvel_Comics)	Karnak_(character)	1
Stingray_(Marvel_Comics)	Quasar_(character)	2
Stingray_(Marvel_Comics)	Scarlet_Witch	1
Storm_(Marvel_Comics)	Black_Cat_(Marvel_Comics)	1
Storm_(Marvel_Comics)	Black_Panther_(character)	7
Storm_(Marvel_Comics)	Blade_(character)	1
Storm_(Marvel_Comics)	Cyclops_(Marvel_Comics)	4
Storm_(Marvel_Comics)	Doctor_Strange	1
Storm_(Marvel_Comics)	Emma_Frost	2
Storm_(Marvel_Comics)	Jean_Grey	6
Storm_(Marvel_Comics)	Jubilee_(character)	1
Storm_(Marvel_Comics)	Luke_Cage	3
Storm_(Marvel_Comics)	Misty_Knight	4
Storm_(Marvel_Comics)	Phoenix_Force	1
Storm_(Marvel_Comics)	Puck_(Marvel_Comics)	1
Storm_(Marvel_Comics)	Rachel_Summers	1
Storm_(Marvel_Comics)	Scarlet_Witch	2
Storm_(Marvel_Comics)	Spider-Man	1
Storm_(Marvel_Comics)	Wolverine_(character)	5
Straw_Man_(comics)	Doctor_Strange	1
Straw_Man_(comics)	Werewolf_by_Night	1
Surge_(Marvel_Comics)	Cyclops_(Marvel_Comics)	1
Surge_(Marvel_Comics)	Wolverine_(character)	1
Tarantula_(Marvel_Comics)	Agent_X_(Marvel_Comics)	3
Tarantula_(Marvel_Comics)	Black_Cat_(Marvel_Comics)	1
Tarantula_(Marvel_Comics)	Devil_Dinosaur	1
Tarantula_(Marvel_Comics)	Misty_Knight	1
Tarantula_(Marvel_Comics)	Mockingbird_(Marvel_Comics)	1
Tarantula_(Marvel_Comics)	Outlaw_(Marvel_Comics)	1
Tarantula_(Marvel_Comics)	Spider-Man	1
Tarantula_(Marvel_Comics)	U.S._Agent	1
Tarantula_(Marvel_Comics)	Will_o'_the_Wisp_(comics)	1
The_Union_(Marvel)	Union_Jack_(Joseph_Chapman)	2
The_Union_(Marvel)	Union_Jack_(Marvel_Comics)	1
Thena	Makkari_(character)	1
Thin_Man_(character)	Jeffrey_Mace	1
Thor_Girl	Delroy_Garrett	1
Thor_Girl	Hulk	1
Thunderbolt_(Marvel_Comics)	Iron_Fist_(character)	1
Thunderbolt_(Marvel_Comics)	Luke_Cage	1
Thunderclap_(comics)	Spider-Man	1
Timeslip_(comics)	Robbie_Baldwin	1
Timeslip_(comics)	She-Hulk	1
Toro_(character)	Bucky_(Marvel_Comics)	1
Toro_(character)	Doctor_Strange	1
Toro_(character)	Hulk	2
Toro_(character)	Human_Torch_(android)	4
Toxyn	Scaredycat	1
Toxyn	Scatterbrain_(Morituri)	1
Turbo_(comics)	Nova_(Richard_Rider)	1
Turbo_(comics)	Phil_Urich	1
Turbo_(comics)	Rom_the_Space_Knight	4
Two-Gun_Kid	Black_Rider_(character)	2
Two-Gun_Kid	Kid_Colt	2
Two-Gun_Kid	She-Hulk	2
Two-Gun_Kid	Tarantula_(Marvel_Comics)	1
Typeface_(character)	Deadpool	1
Typeface_(character)	Robbie_Baldwin	1
Typeface_(character)	Spider-Man	1
U.S._Agent	Battlestar_(character)	2
U.S._Agent	Beta_Ray_Bill	1
U.S._Agent	Blazing_Skull	2
U.S._Agent	Bucky_(Marvel_Comics)	1
U.S._Agent	Deathlok	1
U.S._Agent	Guardsman_(character)	1
U.S._Agent	Hank_Pym	1
U.S._Agent	Human_Torch_(android)	3
U.S._Agent	Misty_Knight	1
U.S._Agent	Mockingbird_(Marvel_Comics)	2
U.S._Agent	Moon_Knight	1
U.S._Agent	Paladin_(comics)	1
U.S._Agent	Scarlet_Witch	1
U.S._Agent	Shang-Chi	1
U.S._Agent	Spider-Man	1
U.S._Agent	Tarantula_(Marvel_Comics)	1
U.S._Agent	Thin_Man_(character)	1
U.S._Agent	Union_Jack_(Joseph_Chapman)	2
U.S._Agent	War_Machine	1
U.S._Agent	Wolverine_(character)	2
Ulysses_Bloodstone	She-Hulk	1
Union_Jack_(Joseph_Chapman)	Arabian_Knight_(character)	1
Union_Jack_(Joseph_Chapman)	Human_Torch_(android)	1
Union_Jack_(Joseph_Chapman)	Sabra_(character)	1
Union_Jack_(Joseph_Chapman)	Spitfire_(character)	2
Union_Jack_(Joseph_Chapman)	The_Union_(Marvel)	3
Union_Jack_(Joseph_Chapman)	Union_Jack_(Marvel_Comics)	2
Union_Jack_(Marvel_Comics)	Blazing_Skull	1
Union_Jack_(Marvel_Comics)	Human_Torch_(android)	2
Union_Jack_(Marvel_Comics)	Spitfire_(character)	3
Union_Jack_(Marvel_Comics)	The_Union_(Marvel)	2
Union_Jack_(Marvel_Comics)	Union_Jack_(Joseph_Chapman)	3
Ursa_Major_(character)	Black_Panther_(character)	1
Ursa_Major_(character)	Black_Widow_(Natasha_Romanova)	1
Ursa_Major_(character)	War_Machine	1
Ursa_Major_(character)	Wolverine_(character)	1
Vance_Astrovik	Debrii	1
Vance_Astrovik	Gauntlet_(Joseph_Green)	1
Vance_Astrovik	Guardsman_(character)	1
Vance_Astrovik	Hank_Pym	1
Vance_Astrovik	Justice_(New_Universe)	1
Vance_Astrovik	Quicksilver_(Marvel_Comics)	1
Vance_Astrovik	Robbie_Baldwin	1
Vance_Astrovik	She-Hulk	2
Venom_(character)	Anne_Weying	3
Venom_(character)	Black_Cat_(Marvel_Comics)	2
Venom_(character)	Black_Panther_(character)	1
Venom_(character)	Black_Widow_(Natasha_Romanova)	1
Venom_(character)	Deadpool	2
Venom_(character)	Doctor_Strange	1
Venom_(character)	Eddie_Brock	1
Venom_(character)	Ghost_Rider	1
Venom_(character)	Iron_Fist_(character)	3
Venom_(character)	John_Jameson_(character)	1
Venom_(character)	Luke_Cage	1
Venom_(character)	Mania_(character)	3
Venom_(character)	Mayday_Parker	2
Venom_(character)	Ms._Marvel	1
Venom_(character)	Rocket_Raccoon	1
Venom_(character)	Rom_the_Space_Knight	1
Venom_(character)	Scarlet_Spider	1
Venom_(character)	Silk_(character)	1
Venom_(character)	Spider-Man	7
Venom_(character)	Spider-Woman_(Gwen_Stacy)	1
Venom_(character)	Wolverine_(character)	2
Vindicator_(comics)	Guardian_(Marvel_Comics)	6
Vindicator_(comics)	Puck_(Marvel_Comics)	2
Vindicator_(comics)	Wolverine_(Ultimate_Marvel_character)	1
Vindicator_(comics)	Wolverine_(character)	3
Vulcan_(Marvel_Comics)	Black_Bolt	1
Vulcan_(Marvel_Comics)	Ch'od	1
Vulcan_(Marvel_Comics)	Cyclops_(Marvel_Comics)	3
Vulcan_(Marvel_Comics)	Darkhawk	1
Vulcan_(Marvel_Comics)	Gladiator_(Kallark)	1
Vulcan_(Marvel_Comics)	Korvus	1
Vulcan_(Marvel_Comics)	Rachel_Summers	3
Vulcan_(Marvel_Comics)	Raza_Longknife	1
Vyking	Backhand_(character)	1
Vyking	Snapdragon_(Morituri)	1
War_Machine	Cable_(character)	1
War_Machine	Cloak_and_Dagger_(characters)	1
War_Machine	Deathlok	2
War_Machine	Radioactive_Man_(comics)	1
Werewolf_by_Night	Blade_(character)	1
Werewolf_by_Night	Deadpool	2
Werewolf_by_Night	Doctor_Strange	1
Werewolf_by_Night	Frankenstein's_Monster_(Marvel_Comics)	1
Werewolf_by_Night	Ghost_Rider_(Johnny_Blaze)	1
Werewolf_by_Night	Hulk	1
Werewolf_by_Night	Jericho_Drumm	1
Werewolf_by_Night	John_Jameson_(character)	1
Werewolf_by_Night	Man-Thing	3
Werewolf_by_Night	Moon_Knight	5
Werewolf_by_Night	Morbius	3
Werewolf_by_Night	Spider-Man	1
Werewolf_by_Night	Spider-Woman_(Jessica_Drew)	3
White_Tiger_(Heroes_for_Hire)	Iron_Fist_(character)	1
White_Tiger_(Heroes_for_Hire)	Misty_Knight	1
White_Tiger_(Heroes_for_Hire)	White_Tiger_(comics)	1
White_Tiger_(comics)	Black_Panther_(character)	2
White_Tiger_(comics)	Iron_Fist_(character)	1
White_Tiger_(comics)	Misty_Knight	1
White_Tiger_(comics)	Spider-Man	1
White_Tiger_(comics)	White_Tiger_(Heroes_for_Hire)	1
Whizzer_(Robert_Frank)	Black_Marvel	1
Whizzer_(Robert_Frank)	Deadpool	1
Whizzer_(Robert_Frank)	Human_Torch_(android)	1
Whizzer_(Robert_Frank)	Quicksilver_(Marvel_Comics)	1
Whizzer_(Robert_Frank)	Scarlet_Witch	1
Whizzer_(Robert_Frank)	Toro_(character)	1
Wild_Child_(character)	Empath_(character)	1
Wild_Child_(character)	Guardian_(Marvel_Comics)	1
Wild_Child_(character)	Wolverine_(character)	2
Will_o'_the_Wisp_(comics)	She-Hulk	1
Will_o'_the_Wisp_(comics)	Spider-Man	2
William_Burnside_(character)	Bucky_(Marvel_Comics)	1
William_Burnside_(character)	Jack_Monroe_(character)	2
William_Burnside_(character)	Jeffrey_Mace	1
William_Burnside_(character)	Spider-Man	1
Wolverine_(Ultimate_Marvel_character)	Cable_(character)	1
Wolverine_(Ultimate_Marvel_character)	Cyclops_(Marvel_Comics)	2
Wolverine_(Ultimate_Marvel_character)	Hulk	1
Wolverine_(Ultimate_Marvel_character)	Iron_Man_(Ultimate_Marvel_character)	1
Wolverine_(Ultimate_Marvel_character)	Jean_Grey	2
Wolverine_(Ultimate_Marvel_character)	Phoenix_Force	1
Wolverine_(Ultimate_Marvel_character)	Storm_(Marvel_Comics)	2
Wolverine_(Ultimate_Marvel_character)	Wolverine_(character)	4
Wolverine_(character)	Cable_(character)	1
Wolverine_(character)	Cyclops_(Marvel_Comics)	5
Wolverine_(character)	Deadpool	1
Wolverine_(character)	Guardian_(Marvel_Comics)	1
Wolverine_(character)	Hercules_(Marvel_Comics)	1
Wolverine_(character)	Hulk	2
Wolverine_(character)	Iron_Fist_(character)	1
Wolverine_(character)	Jean_Grey	3
Wolverine_(character)	Jericho_Drumm	1
Wolverine_(character)	Jubilee_(character)	4
Wolverine_(character)	Phoenix_Force	1
Wolverine_(character)	Scarlet_Witch	1
Wolverine_(character)	Spider-Man	1
Wolverine_(character)	Storm_(Marvel_Comics)	2
Wolverine_(character)	Venom_(character)	1
Wolverine_(character)	Vindicator_(comics)	1
Wolverine_(character)	Wolverine_(Ultimate_Marvel_character)	2
Xorn	Cyclops_(Marvel_Comics)	1
Xorn	Doctor_Strange	1
Xorn	Emma_Frost	1
Xorn	Jean_Grey	2
Xorn	Scarlet_Witch	2
Xorn	Sentry_(Robert_Reynolds)	1
Xorn	Spider-Man	1
Xorn	Wolverine_(character)	1
Yelena_Belova	Black_Widow_(Natasha_Romanova)	4
Yelena_Belova	Mockingbird_(Marvel_Comics)	1
Yelena_Belova	Red_Guardian	2
Yelena_Belova	Sentry_(Robert_Reynolds)	1
Yelena_Belova	Shang-Chi	1
Yelena_Belova	U.S._Agent	1
Zombie_(comics)	Blade_(character)	1
Zombie_(comics)	Deadpool	1
Zombie_(comics)	Jericho_Drumm	1
Zombie_(comics)	Man-Thing	1
